date,facility_id,facility_name,country,region,storage_site_type,co2_emitted_tonnes,co2_captured_tonnes,co2_stored_tonnes,capture_efficiency_percent,storage_integrity_percent,anomaly_flag,notes
2023-07-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14006.52,12130.6,12123.43,86.61,99.941,False,
2023-07-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15990.8,15823.69,15806.71,98.95,99.893,False,
2023-07-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12918.06,12090.15,12076.68,93.59,99.889,False,
2023-07-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16682.84,14583.17,14505.66,87.41,99.468,False,
2023-07-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17277.08,16330.74,16252.85,94.52,99.523,False,
2023-07-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14266.25,12628.17,12614.48,88.52,99.892,False,
2023-07-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14115.57,13738.41,13735.76,97.33,99.981,False,
2023-07-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14668.37,12507.12,12478.91,85.27,99.774,False,
2023-07-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16388.48,15368.83,15310.8,93.78,99.622,False,
2023-07-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14399.61,11911.2,11875.58,82.72,99.701,False,
2023-07-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14443.72,13243.83,13194.68,91.69,99.629,False,
2023-07-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14862.98,14067.39,14103.34,94.65,100.256,False,
2023-07-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14264.56,13976.76,13969.25,97.98,99.946,False,
2023-07-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15242.44,13115.03,13133.73,86.04,100.143,False,
2023-07-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14318.79,13775.32,13834.76,96.2,100.432,False,
2023-08-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13234.32,11943.03,11949.84,90.24,100.057,False,
2023-08-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14044.31,11809.74,11768.47,84.09,99.651,False,
2023-08-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13373.7,11803.75,11785.99,88.26,99.85,False,
2023-08-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15351.12,15142.71,14998.91,98.64,99.05,False,
2023-08-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12612.81,11514.22,11429.32,91.29,99.263,False,
2023-08-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14216.44,13147.16,13051.95,92.48,99.276,False,
2023-08-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11985.61,11749.39,11713.73,98.03,99.696,False,
2023-08-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13025.83,11679.67,11639.43,89.67,99.655,False,
2023-08-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13377.82,12460.29,12412.77,93.14,99.619,False,
2023-08-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13569.38,12396.97,12393.3,91.36,99.97,False,
2023-08-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14763.35,12996.73,12970.83,88.03,99.801,False,
2023-08-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15066.83,13343.65,13324.9,88.56,99.859,False,
2023-08-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17210.43,16041.17,15989.03,93.21,99.675,False,
2023-08-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13502.31,11833.81,11763.79,87.64,99.408,False,
2023-08-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12313.74,11329.76,11267.38,92.01,99.449,False,
2023-08-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13243.8,12495.27,12460.23,94.35,99.72,False,
2023-08-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13419.4,12288.86,12210.5,91.58,99.362,False,
2023-08-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13432.75,12629.91,12657.4,94.02,100.218,False,
2023-08-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14417.74,13381.85,13421.48,92.82,100.296,False,
2023-08-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13855.5,13098.64,13055.96,94.54,99.674,False,
2023-08-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13690.96,13184.19,13162.39,96.3,99.835,False,
2023-08-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14739.57,14450.0,14487.42,98.04,100.259,False,
2023-08-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14168.7,14023.48,13951.73,98.98,99.488,False,
2023-08-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14021.07,13292.52,13271.83,94.8,99.844,False,
2023-08-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12659.87,10820.52,10784.94,85.47,99.671,False,
2023-08-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12626.88,12614.26,12589.71,99.9,99.805,False,
2023-08-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16337.29,14218.26,14197.51,87.03,99.854,False,
2023-08-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13910.38,13012.01,13017.57,93.54,100.043,False,
2023-08-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15941.89,15063.33,14919.58,94.49,99.046,False,
2023-08-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14168.21,13680.99,13637.44,96.56,99.682,False,
2023-08-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13877.4,12576.23,12548.35,90.62,99.778,False,
2023-09-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12115.6,10647.07,10610.09,87.88,99.653,False,
2023-09-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13754.82,13170.49,13131.49,95.75,99.704,False,
2023-09-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13901.51,13361.54,13366.48,96.12,100.037,False,
2023-09-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13204.4,11772.92,11714.7,89.16,99.505,False,
2023-09-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11425.01,11021.91,11018.17,96.47,99.966,False,
2023-09-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13102.81,13089.71,13082.22,99.9,99.943,False,
2023-09-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13045.55,11571.38,11524.27,88.7,99.593,False,
2023-09-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12578.26,11590.27,11543.97,92.15,99.601,False,
2023-09-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12281.34,11802.31,11745.74,96.1,99.521,False,
2023-09-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13986.25,13768.36,13809.61,98.44,100.3,False,
2023-09-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12744.16,11027.07,10987.02,86.53,99.637,False,
2023-09-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12006.49,11182.54,11186.15,93.14,100.032,False,
2023-09-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12959.82,11715.82,11597.75,90.4,98.992,False,
2023-09-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12816.08,11615.57,11567.16,90.63,99.583,False,
2023-09-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13506.56,11565.55,11559.56,85.63,99.948,False,
2023-09-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11656.8,10203.76,10170.41,87.53,99.673,False,
2023-09-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,10088.33,9090.37,9086.53,90.11,99.958,False,
2023-09-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14970.22,13164.14,13173.46,87.94,100.071,False,
2023-09-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12183.69,11725.14,11804.97,96.24,100.681,False,
2023-09-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13074.9,11198.56,11153.03,85.65,99.593,False,
2023-09-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12844.15,11301.74,11201.38,87.99,99.112,False,
2023-09-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12455.1,11031.89,10988.4,88.57,99.606,False,
2023-09-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13989.76,12796.4,12763.54,91.47,99.743,False,
2023-09-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13749.69,12062.54,12043.95,87.73,99.846,False,
2023-09-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12125.01,10734.44,10717.82,88.53,99.845,False,
2023-09-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12969.73,11987.59,11940.08,92.43,99.604,False,
2023-09-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12202.59,10808.94,10813.66,88.58,100.044,False,
2023-09-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14804.82,14548.43,14464.22,98.27,99.421,False,
2023-09-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13787.47,12183.4,12229.73,88.37,100.38,False,
2023-09-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13054.21,11784.04,11760.47,90.27,99.8,False,
2023-10-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14582.8,13767.16,13724.65,94.41,99.691,False,
2023-10-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13785.71,13310.24,13322.64,96.55,100.093,False,
2023-10-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13743.22,11948.0,11921.2,86.94,99.776,False,
2023-10-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12480.98,11018.18,10982.32,88.28,99.674,False,
2023-10-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11727.74,11671.55,11678.64,99.52,100.061,False,
2023-10-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13227.42,12474.26,12411.21,94.31,99.495,False,
2023-10-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,10190.27,9706.6,9674.45,95.25,99.669,False,
2023-10-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11704.45,10496.56,10498.88,89.68,100.022,False,
2023-10-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12795.33,11901.24,11875.28,93.01,99.782,False,
2023-10-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12979.34,12110.17,12100.44,93.3,99.92,False,
2023-10-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12186.09,12053.12,11975.97,98.91,99.36,False,
2023-10-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12193.64,11738.0,11752.42,96.26,100.123,False,
2023-10-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,9820.68,9244.79,9200.4,94.14,99.52,False,
2023-10-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12863.91,11371.09,11356.89,88.4,99.875,False,
2023-10-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12835.53,12460.16,12470.25,97.08,100.081,False,
2023-10-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12563.17,11949.38,11945.31,95.11,99.966,False,
2023-10-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14729.68,11896.5,14615.89,99.42,99.806,True,Simulated under-reporting of captured CO2 for testing.
2023-10-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12743.8,11217.57,11164.93,88.02,99.531,False,
2023-10-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14172.22,12445.09,12480.12,87.81,100.282,False,
2023-10-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12924.72,11651.82,11638.8,90.15,99.888,False,
2023-10-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13307.54,12771.54,12741.26,95.97,99.763,False,
2023-10-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12004.77,11370.42,11361.27,94.72,99.92,False,
2023-10-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14355.23,13034.75,12947.82,90.8,99.333,False,
2023-10-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12437.03,12097.1,12089.72,97.27,99.939,False,
2023-10-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13896.34,11929.92,11948.21,85.85,100.153,False,
2023-10-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13866.96,13141.44,13195.31,94.77,100.41,False,
2023-10-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15346.26,13210.36,13104.81,86.08,99.201,False,
2023-10-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11896.89,11224.7,11197.71,94.35,99.76,False,
2023-10-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13042.92,11386.67,11344.89,87.3,99.633,False,
2023-10-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11748.54,11437.8,11521.28,97.36,100.73,False,
2023-10-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13346.47,11867.64,11771.71,88.92,99.192,False,
2023-11-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14401.57,13992.27,13939.74,97.16,99.625,False,
2023-11-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12863.39,12309.06,12314.42,95.69,100.044,False,
2023-11-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12572.84,11942.98,11891.11,94.99,99.566,False,
2023-11-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12275.65,10692.07,10637.86,87.1,99.493,False,
2023-11-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12067.76,11452.58,11443.57,94.9,99.921,False,
2023-11-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13638.68,13207.01,13151.37,96.83,99.579,False,
2023-11-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,10897.53,10688.46,10772.1,98.08,100.783,False,
2023-11-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12531.13,12147.58,12080.77,96.94,99.45,False,
2023-11-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16397.74,14454.65,14428.64,88.15,99.82,False,
2023-11-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15031.36,12876.52,12870.88,85.66,99.956,False,
2023-11-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14018.19,12763.63,12766.86,91.05,100.025,False,
2023-11-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,11311.69,10136.53,10140.92,89.61,100.043,False,
2023-11-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,12751.71,12233.62,12211.25,95.94,99.817,False,
2023-11-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13218.19,11701.11,11667.17,88.52,99.71,False,
2023-11-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13949.73,12535.77,12546.04,89.86,100.082,False,
2023-11-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14910.57,12943.48,12969.18,86.81,100.199,False,
2023-11-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13610.66,13424.05,13465.98,98.63,100.312,False,
2023-11-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14076.89,13257.01,13224.72,94.18,99.756,False,
2023-11-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14392.12,13386.22,13391.99,93.01,100.043,False,
2023-11-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13267.48,12033.52,11951.64,90.7,99.32,False,
2023-11-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14571.93,13712.29,13691.29,94.1,99.847,False,
2023-11-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15404.36,13381.42,13338.89,86.87,99.682,False,
2023-11-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,10969.26,10597.71,10573.01,96.61,99.767,False,
2023-11-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14607.8,12424.3,12383.96,85.05,99.675,False,
2023-11-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13426.19,11786.05,11810.75,87.78,100.21,False,
2023-11-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13198.98,11928.33,11899.08,90.37,99.755,False,
2023-11-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17485.85,16524.69,16514.1,94.5,99.936,False,
2023-11-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13514.46,12607.7,12591.5,93.29,99.871,False,
2023-11-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13339.1,11729.66,11690.54,87.93,99.666,False,
2023-11-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13242.72,12782.05,12741.5,96.52,99.683,False,
2023-12-01,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14903.84,13049.92,13015.95,87.56,99.74,False,
2023-12-02,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13744.58,13421.2,13384.12,97.65,99.724,False,
2023-12-03,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13327.42,11943.16,11919.46,89.61,99.802,False,
2023-12-04,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13553.55,12472.39,12472.19,92.02,99.998,False,
2023-12-05,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13896.88,12423.23,12384.19,89.4,99.686,False,
2023-12-06,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13875.56,12064.61,12050.41,86.95,99.882,False,
2023-12-07,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13830.87,13099.83,13069.2,94.71,99.766,False,
2023-12-08,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15462.47,14057.26,13986.91,90.91,99.5,False,
2023-12-09,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16444.51,15832.88,15855.27,96.28,100.141,False,
2023-12-10,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14979.61,14285.55,14293.73,95.37,100.057,False,
2023-12-11,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15878.42,14575.23,14503.68,91.79,99.509,False,
2023-12-12,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15192.83,13151.39,13117.66,86.56,99.744,False,
2023-12-13,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14687.63,14672.94,14656.39,99.9,99.887,False,
2023-12-14,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14027.39,12944.56,12872.1,92.28,99.44,False,
2023-12-15,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13896.86,13326.92,13280.72,95.9,99.653,False,
2023-12-16,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14274.13,13579.63,13525.18,95.13,99.599,False,
2023-12-17,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14626.42,14611.79,14632.29,99.9,100.14,False,
2023-12-18,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14722.46,14663.63,14651.56,99.6,99.918,False,
2023-12-19,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14163.78,13493.88,13425.05,95.27,99.49,False,
2023-12-20,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14166.47,12959.83,12883.03,91.48,99.407,False,
2023-12-21,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13266.54,12106.03,12100.37,91.25,99.953,False,
2023-12-22,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16458.92,15438.32,15451.91,93.8,100.088,False,
2023-12-23,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15811.06,15183.01,15148.81,96.03,99.775,False,
2023-12-24,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,14765.85,13620.7,13602.64,92.24,99.867,False,
2023-12-25,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15078.32,13922.37,13881.46,92.33,99.706,False,
2023-12-26,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17440.05,15315.58,15260.98,87.82,99.644,False,
2023-12-27,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,13109.89,11570.54,11500.74,88.26,99.397,False,
2023-12-28,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,16943.25,15398.64,15382.93,90.88,99.898,False,
2023-12-29,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,17369.47,14909.99,14905.02,85.84,99.967,False,
2023-12-30,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15473.01,15224.5,15171.48,98.39,99.652,False,
2023-12-31,F-C03,Gamma Sequestration,Japan,Hokkaido,Basalt Formation,15684.2,13541.61,13579.29,86.34,100.278,False,
2024-01-01,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13239.02,11939.89,11961.22,90.19,100.179,False,
2024-01-02,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,12160.21,12138.25,12105.51,99.82,99.73,False,
2024-01-03,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14499.18,12345.54,12380.61,85.15,100.284,False,
2024-01-04,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15313.62,13696.47,13703.67,89.44,100.053,False,
2024-01-05,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13726.31,13158.4,13203.2,95.86,100.34,False,
2024-01-06,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14832.65,14051.61,14032.85,94.73,99.866,False,
2024-01-07,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13952.03,11934.68,11884.3,85.54,99.578,False,
2024-01-08,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14444.71,12380.89,12321.22,85.71,99.518,False,
2024-01-09,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13271.04,11411.19,11431.16,85.99,100.175,False,
2024-01-10,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13761.21,13747.45,13748.53,99.9,100.008,False,
2024-01-11,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13695.54,12401.4,12343.5,90.55,99.533,False,
2024-01-12,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14005.61,13709.32,13618.41,97.88,99.337,False,
2024-01-13,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13907.05,12694.46,12660.63,91.28,99.734,False,
2024-01-14,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14900.05,14885.15,14888.22,99.9,100.021,False,
2024-01-15,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13839.98,13538.66,13522.84,97.82,99.883,False,
2024-01-16,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,12350.13,10781.63,10801.35,87.3,100.183,False,
2024-01-17,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13000.92,12944.21,12941.64,99.56,99.98,False,
2024-01-18,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13097.74,12915.89,12862.7,98.61,99.588,False,
2024-01-19,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15313.5,14459.24,14395.38,94.42,99.558,False,
2024-01-20,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,12805.96,11995.62,11887.46,93.67,99.098,False,
2024-01-21,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13661.63,12086.47,12062.75,88.47,99.804,False,
2024-01-22,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15946.88,14857.0,14860.03,93.17,100.02,False,
2024-01-23,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,12223.69,12062.6,12072.39,98.68,100.081,False,
2024-01-24,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14896.64,12994.85,12970.83,87.23,99.815,False,
2024-01-25,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13206.37,11465.45,11419.58,86.82,99.6,False,
2024-01-26,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14665.93,12701.09,12655.85,86.6,99.644,False,
2024-01-27,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14681.97,13647.72,13638.88,92.96,99.935,False,
2024-01-28,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13436.3,12876.38,12867.04,95.83,99.927,False,
2024-01-29,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15456.22,14504.13,14526.32,93.84,100.153,False,
2024-01-30,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,16874.9,14661.09,14633.49,86.88,99.812,False,
2024-01-31,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,12293.57,11302.69,11279.77,91.94,99.797,False,
2024-02-01,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14639.33,13382.89,13391.51,91.42,100.064,False,
2024-02-02,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15963.52,15158.08,15152.94,94.95,99.966,False,
2024-02-03,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13899.22,13080.76,13135.46,94.11,100.418,False,
2024-02-04,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15657.33,14656.93,14617.66,93.61,99.732,False,
2024-02-05,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15625.27,14973.65,14932.27,95.83,99.724,False,
2024-02-06,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,13729.81,12576.11,12496.67,91.6,99.368,False,
2024-02-07,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15663.92,14962.74,14959.11,95.52,99.976,False,
2024-02-08,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14090.9,13999.46,13869.1,99.35,99.069,False,
2024-02-09,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,15865.41,14609.14,14548.17,92.08,99.583,False,
2024-02-10,F-D04,Delta Storage,Australia,Queensland,Saline Aquifer,14612.1,14149.48,14086.76,96.83,99.557,False,
